part,polygons,vertices,x,y,z,com_x,com_y,com_z,ang_w,ang_x,ang_y,ang_z,bbox_volume,bbox_area,square1,square2,volume,surface_area,sphericity,mean_poly_area,dev_poly_area,skew_poly_area,kurt_poly_area,err_poly_area,bbox_fraction,volume_fraction,surface_fraction,poly_fraction,relative_poly_density,poly_vert_ratio,bbox_vol_ratio,efficiency,class
body3.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.643999994,-1.193750024,-0.068145551,90,-1,0,0,5.52E-06,0.001878243,1.001,1.141,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.84E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.284993265,0.996168092,roller bearing
body3.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.643999994,-0.058750011,-0.068145551,90,-1,0,0,5.55E-06,0.001885392,1.002,1.139,4.30E-06,0.001467298,0.813119861,1.02E-05,4.26E-06,-1.254109756,0.040228607,0.41840694,2.86E-06,1.01E-05,6.42E-05,0.000555179,54.83369045,1.945945946,1.292420137,0.994213644,roller bearing
body4,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.197874963,-0.027100002,0.031393476,90,1,0,0,1.05E-06,0.000618615,1,1.002,5.50E-07,0.00032507,0.997152369,2.38E-07,9.93E-08,-0.490169979,-1.100290273,0.418047862,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.57595,1.994169096,1.905033343,0.998943155,ball bearing
body4.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.197874963,-1.191100001,0.031393476,90,1,0,0,1.05E-06,0.000618784,1.001,1.001,5.50E-07,0.00032507,0.997152369,2.38E-07,9.93E-08,-0.490169979,-1.100290273,0.418047862,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.57595,1.994169096,1.905816028,0.998806272,ball bearing
body4.002,1368,686,0,-0.033999998,3.75E-17,-0.01337491,-0.030166682,-0.023166031,180,0,-0.7071,0.7071,4.45E-07,0.000349574,1.001,1,2.33E-07,0.000183606,0.997151299,1.34E-07,5.61E-08,-0.490169697,-1.100290574,0.418047868,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.478019,1.994169096,1.906410631,0.998701545,ball bearing
body4.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,0.017499903,-1.192000031,0.030310741,90,1,0,0,1.25E-06,0.000695366,1,1.002,6.54E-07,0.000365108,0.997153723,2.67E-07,1.12E-07,-0.490170164,-1.100290299,0.418047841,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.221914,1.994169096,1.907321216,0.998544828,ball bearing
body4.004,1368,686,0.324000001,-1.197000027,0,0.344624937,-1.197000027,-0.035723466,90,-1,0,0,1.23E-06,0.000689489,1.001,1.002,6.46E-07,0.000362249,0.99715347,2.65E-07,1.11E-07,-0.490170311,-1.100290258,0.418047846,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.82754,1.994169096,1.905537807,0.998855888,ball bearing
body4.005,144,74,0.324000001,-0.053179681,0,0.324000001,-0.041679669,-0.072027788,180,0,-0.7071,0.7071,6.71E-06,0.002138786,1.001,1.138,5.23E-06,0.001672549,0.813224762,1.16E-05,4.86E-06,-1.253498673,0.034961083,0.418692064,3.45E-06,1.23E-05,7.31E-05,0.000555179,45.0506028,1.945945946,1.282999222,0.996694287,roller bearing
body4.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.643999994,-1.215250015,-0.068145558,90,-1,0,0,5.51E-06,0.001876186,1.001,1.141,4.30E-06,0.001467298,0.813119642,1.02E-05,4.26E-06,-1.254110039,0.040229222,0.418406912,2.83E-06,1.01E-05,6.42E-05,0.000555179,54.83370785,1.945945946,1.282868851,0.996725207,roller bearing
body4.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.643999994,-0.08025001,-0.068145558,90,-1,0,0,5.54E-06,0.00188123,1.001,1.141,4.30E-06,0.001467298,0.813119642,1.02E-05,4.26E-06,-1.254110039,0.040229222,0.418406912,2.85E-06,1.01E-05,6.42E-05,0.000555179,54.83370785,1.945945946,1.288089373,0.995353874,roller bearing
body5,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.184606478,-0.027100001,0.018125033,90,1,0,0,1.05E-06,0.000618769,1,1.002,5.50E-07,0.00032507,0.997154848,2.38E-07,9.93E-08,-0.490169977,-1.100290279,0.418047862,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.565838,1.994169096,1.90573785,0.998821866,ball bearing
body5.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.184606478,-1.191100001,0.018125033,90,1,0,0,1.05E-06,0.00061893,1.002,1,5.50E-07,0.00032507,0.997154848,2.38E-07,9.93E-08,-0.490169977,-1.100290279,0.418047862,5.39E-07,1.29E-06,1.42E-05,0.005274197,4073.565838,1.994169096,1.906481446,0.998691927,ball bearing
body5.002,1368,686,0,-0.033999998,3.75E-17,-0.023166042,-0.030166678,-0.013374897,180,0,-0.7071,0.7071,4.44E-07,0.000349426,1,1.003,2.33E-07,0.000183606,0.997154577,1.34E-07,5.61E-08,-0.490169701,-1.100290577,0.418047867,2.28E-07,5.50E-07,8.03E-06,0.005274197,9596.44645,1.994169096,1.905193194,0.998917027,ball bearing
body5.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,0.030310707,-1.192000031,0.017499901,90,1,0,0,1.25E-06,0.000694892,1,1.002,6.54E-07,0.000365108,0.997152338,2.67E-07,1.12E-07,-0.490170169,-1.100290296,0.41804784,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.226672,1.994169096,1.905374626,0.998883788,ball bearing
body5.004,1368,686,0.324000001,-1.197000027,0,0.359723449,-1.197000027,-0.020624967,90,-1,0,0,1.23E-06,0.000689407,1,1.002,6.46E-07,0.000362249,0.997153206,2.65E-07,1.11E-07,-0.49017032,-1.100290253,0.418047846,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.828454,1.994169096,1.90519677,0.998915429,ball bearing
body5.005,2650,1273,0.324000001,-0.053179681,0,0.32400021,-0.053179681,-4.41E-08,180,0,-0.7071,0.7071,0.000973463,0.070684158,1.003,3.418,3.68E-05,0.042296946,0.044951622,1.60E-05,2.00E-05,1.521383423,1.505005213,1.252492668,0.000500449,8.66E-05,0.001849802,0.010216828,117.9380699,2.081696779,26.47504507,0.063121364,bearing ring
body5.006,2474,1189,0.643999994,-1.20449996,-7.11E-17,0.643999755,-1.20449996,1.26E-07,90,-1,0,0,0.000820061,0.063174295,1.003,3.441,3.40E-05,0.0388872,0.047175591,1.57E-05,1.96E-05,1.502194522,1.319489128,1.246758654,0.000421586,8.01E-05,0.001700681,0.009538276,119.0116152,2.080740118,24.10709421,0.067388977,bearing ring
body5.007,2474,1189,0.643999994,-0.069499999,-7.11E-17,0.643999755,-0.069499999,1.26E-07,90,-1,0,0,0.000820061,0.063174295,1.003,3.441,3.40E-05,0.0388872,0.047175591,1.57E-05,1.96E-05,1.502194522,1.319489128,1.246758654,0.000421586,8.01E-05,0.001700681,0.009538276,119.0116152,2.080740118,24.10709421,0.067388977,bearing ring
body6,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.179749861,-0.027099997,6.62E-11,90,1,0,0,1.05E-06,0.000618969,1.003,1,5.50E-07,0.00032507,0.997154642,2.38E-07,9.93E-08,-0.490169646,-1.100291246,0.418047875,5.39E-07,1.29E-06,1.42E-05,0.005274197,4073.566681,1.994169096,1.906660956,0.998660734,ball bearing
body6.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.179749861,-1.191100001,6.62E-11,90,1,0,0,1.05E-06,0.000618859,1.002,1.001,5.50E-07,0.00032507,0.997154642,2.38E-07,9.93E-08,-0.490169646,-1.100291246,0.418047875,5.39E-07,1.29E-06,1.42E-05,0.005274197,4073.566681,1.994169096,1.906152963,0.998749347,ball bearing
body6.002,1368,686,0,-0.033999998,3.75E-17,-0.026749782,-0.03016668,4.23E-09,180,0,-0.7071,0.7071,4.44E-07,0.000349453,1,1.002,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.905420732,0.998876193,ball bearing
body6.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,0.034999788,-1.192000031,-7.58E-11,90,1,0,0,1.25E-06,0.000694829,1,1.002,6.54E-07,0.000365108,0.997153509,2.67E-07,1.12E-07,-0.490169921,-1.100290843,0.418047867,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.222806,1.994169096,1.905116685,0.99892937,ball bearing
body6.004,1368,686,0.324000001,-1.197000027,0,0.365249902,-1.197000027,1.86E-11,90,-1,0,0,1.23E-06,0.0006895,1.001,1.001,6.46E-07,0.000362249,0.997154513,2.65E-07,1.11E-07,-0.490169845,-1.100290763,0.41804787,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.824191,1.994169096,1.905583639,0.998848374,ball bearing
body6.005,144,74,0.324000001,-0.053179681,0,0.290527016,-0.041679665,-0.063777424,180,0,-0.7071,0.7071,6.80E-06,0.002157174,1.007,1.13,5.23E-06,0.001672549,0.813223693,1.16E-05,4.86E-06,-1.253498574,0.034961272,0.418692067,3.50E-06,1.23E-05,7.31E-05,0.000555179,45.05066155,1.945945946,1.29984699,0.99223409,roller bearing
body6.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.678072751,-1.215250015,-0.059015751,90,-1,0,0,5.84E-06,0.001949137,1.004,1.126,4.30E-06,0.001467298,0.813119799,1.02E-05,4.26E-06,-1.254110104,0.040228696,0.418406896,3.00E-06,1.01E-05,6.42E-05,0.000555179,54.83369625,1.945945946,1.359148492,0.977365961,roller bearing
body6.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.678072751,-0.08025001,-0.059015751,90,-1,0,0,5.82E-06,0.001944927,1.022,1.11,4.30E-06,0.001467298,0.813119799,1.02E-05,4.26E-06,-1.254110104,0.040228696,0.418406896,2.99E-06,1.01E-05,6.42E-05,0.000555179,54.83369625,1.945945946,1.354930272,0.978291006,roller bearing
body7,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.184606493,-0.027099993,-0.01812502,90,1,0,0,1.05E-06,0.000618889,1,1.002,5.50E-07,0.00032507,0.997152369,2.38E-07,9.93E-08,-0.490169979,-1.100290273,0.418047862,5.39E-07,1.29E-06,1.42E-05,0.005274197,4073.57595,1.994169096,1.906296866,0.998722411,ball bearing
body7.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.184606493,-1.191100001,-0.01812502,90,1,0,0,1.05E-06,0.000618761,1,1.001,5.50E-07,0.00032507,0.997152369,2.38E-07,9.93E-08,-0.490169979,-1.100290273,0.418047862,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.57595,1.994169096,1.905707182,0.998825219,ball bearing
body7.002,1368,686,0,-0.033999998,3.75E-17,-0.023166031,-0.030166682,0.013374912,180,0,-0.7071,0.7071,4.45E-07,0.000349563,1,1.002,2.33E-07,0.000183606,0.997151299,1.34E-07,5.61E-08,-0.490169697,-1.100290574,0.418047868,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.478019,1.994169096,1.906323732,0.998716967,ball bearing
body7.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,0.030310739,-1.192000031,-0.017499905,90,1,0,0,1.25E-06,0.000695056,1,1.002,6.54E-07,0.000365108,0.997153723,2.67E-07,1.12E-07,-0.490170164,-1.100290299,0.418047841,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.221914,1.994169096,1.90604568,0.998767554,ball bearing
body7.004,1368,686,0.324000001,-1.197000027,0,0.359723449,-1.197000027,0.020624943,90,-1,0,0,1.23E-06,0.000689577,1.001,1.002,6.46E-07,0.000362249,0.99715347,2.65E-07,1.11E-07,-0.490170311,-1.100290258,0.418047846,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.82754,1.994169096,1.905905407,0.998791627,ball bearing
body7.005,144,74,0.324000001,-0.053179681,0,0.264722317,-0.041679651,-0.040916413,180,0,-0.7071,0.7071,6.74E-06,0.002145919,1.002,1.136,5.23E-06,0.001672549,0.813223744,1.16E-05,4.86E-06,-1.253499168,0.034962621,0.418692033,3.47E-06,1.23E-05,7.31E-05,0.000555179,45.05065764,1.945945946,1.289521956,0.994960375,roller bearing
body7.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.703015745,-1.215250015,-0.034072764,90,-1,0,0,5.67E-06,0.001911347,1.01,1.127,4.30E-06,0.001467298,0.813119131,1.02E-05,4.26E-06,-1.254110124,0.040229117,0.418406858,2.92E-06,1.01E-05,6.42E-05,0.000555179,54.83374267,1.945945946,1.319548177,0.98717908,roller bearing
body7.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.703015745,-0.08025001,-0.034072764,90,-1,0,0,5.64E-06,0.001903564,1.01,1.128,4.30E-06,0.001467298,0.813119131,1.02E-05,4.26E-06,-1.254110124,0.040229117,0.418406858,2.90E-06,1.01E-05,6.42E-05,0.000555179,54.83374267,1.945945946,1.31146405,0.989220032,roller bearing
body8,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.197874948,-0.027099991,-0.031393498,90,1,0,0,1.05E-06,0.000618753,1,1.002,5.50E-07,0.00032507,0.997154848,2.38E-07,9.93E-08,-0.490169977,-1.100290279,0.418047862,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.565838,1.994169096,1.905664341,0.998834819,ball bearing
body8.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.197874948,-1.191100001,-0.031393498,90,1,0,0,1.05E-06,0.000618735,1,1.002,5.50E-07,0.00032507,0.997154848,2.38E-07,9.93E-08,-0.490169977,-1.100290279,0.418047862,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.565838,1.994169096,1.905581962,0.998848887,ball bearing
body8.002,1368,686,0,-0.033999998,3.75E-17,-0.013374897,-0.030166687,0.023166042,180,0,-0.7071,0.7071,4.45E-07,0.0003495,1,1.002,2.33E-07,0.000183606,0.997154577,1.34E-07,5.61E-08,-0.490169701,-1.100290577,0.418047867,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.44645,1.994169096,1.905802353,0.998810518,ball bearing
body8.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,0.017499899,-1.192000031,-0.030310711,90,1,0,0,1.25E-06,0.000694859,1,1.003,6.54E-07,0.000365108,0.997152338,2.67E-07,1.12E-07,-0.490170169,-1.100290296,0.41804784,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.226672,1.994169096,1.905238496,0.998907624,ball bearing
body8.004,1368,686,0.324000001,-1.197000027,0,0.344624966,-1.197000027,0.035723466,90,-1,0,0,1.23E-06,0.000689553,1,1.001,6.46E-07,0.000362249,0.997153206,2.65E-07,1.11E-07,-0.49017032,-1.100290253,0.418047846,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.828454,1.994169096,1.905803861,0.998808911,ball bearing
body8.005,144,74,0.324000001,-0.053179681,0,0.252497405,-0.041679651,-0.008681978,180,0,-0.7071,0.7071,6.71E-06,0.002137676,1.001,1.138,5.23E-06,0.001672549,0.813224417,1.16E-05,4.86E-06,-1.253498858,0.034961851,0.418692053,3.45E-06,1.23E-05,7.31E-05,0.000555179,45.05062239,1.945945946,1.281997669,0.996955548,roller bearing
body8.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.712145567,-1.215250015,2.12E-09,90,-1,0,0,5.60E-06,0.00189627,1.008,1.132,4.30E-06,0.001467298,0.813119642,1.02E-05,4.26E-06,-1.254110039,0.040229222,0.418406912,2.88E-06,1.01E-05,6.42E-05,0.000555179,54.83370785,1.945945946,1.303817437,0.991208436,roller bearing
body8.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.712145567,-0.080250002,2.12E-09,90,-1,0,0,5.82E-06,0.001943697,1.02,1.113,4.30E-06,0.001467298,0.813119642,1.02E-05,4.26E-06,-1.254110039,0.040229222,0.418406912,2.99E-06,1.01E-05,6.42E-05,0.000555179,54.83370785,1.945945946,1.353595469,0.978636377,roller bearing
body9,1368,686,-0.215999976,-0.027099997,-6.25E-15,-0.215999976,-0.027099991,-0.036250111,90,1,0,0,1.05E-06,0.000618607,1,1.002,5.50E-07,0.00032507,0.997154642,2.38E-07,9.93E-08,-0.490169646,-1.100291246,0.418047875,5.38E-07,1.29E-06,1.42E-05,0.005274197,4073.566681,1.994169096,1.904990768,0.998952446,ball bearing
body9.001,1368,686,-0.215999976,-1.191100001,1.07E-16,-0.215999976,-1.191100001,-0.036250111,90,1,0,0,1.05E-06,0.000618862,1.001,1.001,5.50E-07,0.00032507,0.997154642,2.38E-07,9.93E-08,-0.490169646,-1.100291246,0.418047875,5.39E-07,1.29E-06,1.42E-05,0.005274197,4073.566681,1.994169096,1.906168815,0.998746253,ball bearing
body9.002,1368,686,0,-0.033999998,3.75E-17,5.18E-09,-0.030166695,0.026749782,180,0,-0.7071,0.7071,4.45E-07,0.000349508,1,1.001,2.33E-07,0.000183606,0.997153134,1.34E-07,5.61E-08,-0.490169793,-1.100290797,0.41804788,2.29E-07,5.50E-07,8.03E-06,0.005274197,9596.46048,1.994169096,1.905864089,0.998798364,ball bearing
body9.003,1368,686,-3.22E-29,-1.192000031,3.75E-17,-7.58E-11,-1.192000031,-0.034999792,90,1,0,0,1.25E-06,0.000695101,1.001,1.002,6.54E-07,0.000365108,0.997153509,2.67E-07,1.12E-07,-0.490169921,-1.100290843,0.418047867,6.41E-07,1.54E-06,1.60E-05,0.005274197,3422.222806,1.994169096,1.90623342,0.998734325,ball bearing
body9.004,1368,686,0.324000001,-1.197000027,0,0.324000001,-1.197000027,0.041249909,90,-1,0,0,1.23E-06,0.000689582,1.001,1.001,6.46E-07,0.000362249,0.997154513,2.65E-07,1.11E-07,-0.490169845,-1.100290763,0.41804787,6.33E-07,1.52E-06,1.58E-05,0.005274197,3462.824191,1.994169096,1.905923469,0.998789162,ball bearing
body9.005,144,74,0.324000001,-0.053179681,0,0.256652862,-0.041679654,0.025541412,180,0,-0.7071,0.7071,6.84E-06,0.00216509,1.007,1.129,5.23E-06,0.001672549,0.813224142,1.16E-05,4.86E-06,-1.253498593,0.034960074,0.418692103,3.51E-06,1.23E-05,7.31E-05,0.000555179,45.05063414,1.945945946,1.307039869,0.990394473,roller bearing
body9.006,144,74,0.643999994,-1.20449996,-7.11E-17,0.703015745,-1.215250015,0.034072768,90,-1,0,0,5.53E-06,0.001879574,1.002,1.141,4.30E-06,0.001467298,0.813119799,1.02E-05,4.26E-06,-1.254110104,0.040228696,0.418406896,2.84E-06,1.01E-05,6.42E-05,0.000555179,54.83369625,1.945945946,1.286374828,0.995803488,roller bearing
body9.007,144,74,0.643999994,-0.069499999,-7.11E-17,0.703015745,-0.080249995,0.034072768,90,-1,0,0,5.73E-06,0.00192525,1.011,1.124,4.30E-06,0.001467298,0.813119799,1.02E-05,4.26E-06,-1.254110104,0.040228696,0.418406896,2.95E-06,1.01E-05,6.42E-05,0.000555179,54.83369625,1.945945946,1.334090044,0.983520906,roller bearing
